Order_ID,Customer_ID,Order_Date,Product,Category,Quantity,Price,Revenue,Region,Order_Month
O10675,C0161,28-07-2023,Tablet,Electronics,1,669,669,West,2023-07
O10676,C0523,17-12-2023,Headphones,Electronics,1,99,99,West,2023-12
O10677,C0580,21-12-2023,Tablet,Electronics,2,321,642,West,2023-12
O10678,C0446,28-11-2023,Printer,Office,3,1163,3489,East,2023-11
O10679,C0019,07-11-2023,Monitor,Electronics,1,323,323,South,2023-11
O10680,C0390,17-09-2023,Keyboard,Accessories,2,203,406,West,2023-09
O10681,C0354,30-09-2023,Headphones,Electronics,1,174,174,East,2023-09
O10682,C0450,04-09-2023,Headphones,Electronics,1,897,897,West,2023-09
O10683,C0478,18-12-2023,Monitor,Electronics,2,57,114,West,2023-12
O10684,C0427,08-02-2023,Mouse,Accessories,2,882,1764,North,2023-02
O10685,C0086,13-02-2023,Headphones,Electronics,2,142,284,North,2023-02
O10686,C0170,09-09-2023,Monitor,Electronics,2,220,440,West,2023-09
O10687,C0155,15-12-2023,Phone,Electronics,3,505,1515,East,2023-12
O10688,C0265,05-09-2023,Tablet,Electronics,1,59,59,East,2023-09
O10689,C0327,29-08-2023,Headphones,Electronics,2,178,356,East,2023-08
O10690,C0017,01-10-2023,Tablet,Electronics,1,767,767,North,2023-10
O10691,C0091,23-03-2023,Tablet,Electronics,1,742,742,West,2023-03
O10692,C0154,31-12-2023,Laptop,Electronics,2,1131,2262,West,2023-12
O10693,C0041,15-04-2023,Tablet,Electronics,3,364,1092,North,2023-04
O10694,C0580,16-07-2023,Phone,Electronics,1,403,403,West,2023-07
O10695,C0099,17-03-2023,Headphones,Electronics,3,710,2130,South,2023-03
O10696,C0199,30-10-2023,Headphones,Electronics,3,1182,3546,East,2023-10
O10697,C0405,12-05-2023,Mouse,Accessories,2,601,1202,East,2023-05
O10698,C0109,09-08-2023,Phone,Electronics,3,803,2409,West,2023-08
O10699,C0558,20-11-2023,Laptop,Electronics,3,161,483,South,2023-11
O10700,C0367,07-10-2023,Mouse,Accessories,3,470,1410,East,2023-10
O10701,C0164,24-01-2023,Printer,Office,3,238,714,West,2023-01
O10702,C0433,30-06-2023,Phone,Electronics,3,339,1017,West,2023-06
O10703,C0581,17-12-2023,Tablet,Electronics,3,926,2778,South,2023-12
O10704,C0509,06-09-2023,Monitor,Electronics,2,730,1460,West,2023-09
O10705,C0391,13-04-2023,Keyboard,Accessories,2,729,1458,South,2023-04
O10706,C0515,28-06-2023,Monitor,Electronics,1,261,261,South,2023-06
O10707,C0169,09-12-2023,Mouse,Accessories,2,469,938,South,2023-12
O10708,C0537,22-04-2023,Phone,Electronics,2,751,1502,East,2023-04
O10709,C0379,16-02-2023,Headphones,Electronics,2,545,1090,South,2023-02
O10710,C0022,01-08-2023,Tablet,Electronics,3,553,1659,South,2023-08
O10711,C0571,14-10-2023,Monitor,Electronics,1,321,321,South,2023-10
O10712,C0254,09-01-2023,Phone,Electronics,3,211,633,North,2023-01
O10713,C0505,30-09-2023,Headphones,Electronics,2,775,1550,West,2023-09
O10714,C0102,29-08-2023,Printer,Office,3,202,606,North,2023-08
O10715,C0081,29-03-2023,Mouse,Accessories,1,612,612,South,2023-03
O10716,C0423,17-07-2023,Printer,Office,3,1169,3507,North,2023-07
O10717,C0509,06-05-2023,Mouse,Accessories,3,216,648,North,2023-05
O10718,C0477,14-03-2023,Laptop,Electronics,2,812,1624,North,2023-03
O10719,C0515,03-12-2023,Keyboard,Accessories,2,294,588,East,2023-12
O10720,C0183,11-07-2023,Laptop,Electronics,3,158,474,North,2023-07
O10721,C0544,18-12-2023,Laptop,Electronics,3,1173,3519,West,2023-12
O10722,C0043,19-03-2023,Tablet,Electronics,2,418,836,South,2023-03
O10723,C0315,05-12-2023,Laptop,Electronics,2,723,1446,South,2023-12
O10724,C0193,10-10-2023,Laptop,Electronics,1,388,388,West,2023-10
O10725,C0592,12-02-2023,Keyboard,Accessories,1,708,708,South,2023-02
O10726,C0428,31-05-2023,Laptop,Electronics,3,501,1503,South,2023-05
O10727,C0313,24-11-2023,Printer,Office,2,932,1864,East,2023-11
O10728,C0595,28-06-2023,Keyboard,Accessories,3,500,1500,South,2023-06
O10729,C0012,06-05-2023,Tablet,Electronics,1,162,162,North,2023-05
O10730,C0401,07-04-2023,Headphones,Electronics,1,189,189,North,2023-04
O10731,C0118,28-02-2023,Laptop,Electronics,2,1142,2284,North,2023-02
O10732,C0197,16-02-2023,Keyboard,Accessories,2,68,136,East,2023-02
O10733,C0391,20-03-2023,Tablet,Electronics,1,1157,1157,East,2023-03
O10734,C0477,05-09-2023,Keyboard,Accessories,3,177,531,West,2023-09
O10735,C0361,26-02-2023,Monitor,Electronics,2,880,1760,West,2023-02
O10736,C0017,18-11-2023,Phone,Electronics,2,251,502,South,2023-11
O10737,C0082,07-08-2023,Phone,Electronics,1,730,730,North,2023-08
O10738,C0387,23-09-2023,Tablet,Electronics,3,1068,3204,South,2023-09
O10739,C0514,04-05-2023,Laptop,Electronics,3,257,771,West,2023-05
O10740,C0154,22-10-2023,Phone,Electronics,2,71,142,East,2023-10
O10741,C0020,10-02-2023,Monitor,Electronics,3,279,837,South,2023-02
O10742,C0483,18-11-2023,Tablet,Electronics,3,645,1935,South,2023-11
O10743,C0134,26-07-2023,Monitor,Electronics,2,967,1934,East,2023-07
O10744,C0352,17-02-2023,Phone,Electronics,1,530,530,South,2023-02
O10745,C0059,15-09-2023,Laptop,Electronics,3,149,447,North,2023-09
O10746,C0154,23-09-2023,Tablet,Electronics,1,644,644,North,2023-09
O10747,C0560,05-09-2023,Mouse,Accessories,3,711,2133,South,2023-09
O10748,C0025,11-10-2023,Tablet,Electronics,2,463,926,North,2023-10
O10749,C0007,01-11-2023,Laptop,Electronics,1,1141,1141,North,2023-11
O10750,C0237,15-02-2023,Tablet,Electronics,3,1146,3438,South,2023-02
O10751,C0166,25-05-2023,Printer,Office,2,225,450,South,2023-05
O10752,C0419,01-09-2023,Phone,Electronics,3,103,309,East,2023-09
O10753,C0271,12-05-2023,Monitor,Electronics,3,416,1248,North,2023-05
O10754,C0248,14-12-2023,Headphones,Electronics,1,964,964,North,2023-12
O10755,C0170,31-07-2023,Headphones,Electronics,1,1114,1114,North,2023-07
O10756,C0151,21-04-2023,Printer,Office,3,418,1254,West,2023-04
O10757,C0575,13-08-2023,Tablet,Electronics,3,1073,3219,North,2023-08
O10758,C0296,22-07-2023,Keyboard,Accessories,1,348,348,North,2023-07
O10759,C0528,04-12-2023,Phone,Electronics,3,380,1140,South,2023-12
O10760,C0275,13-06-2023,Printer,Office,3,688,2064,East,2023-06
O10761,C0387,24-12-2023,Mouse,Accessories,1,553,553,North,2023-12
O10762,C0494,28-07-2023,Mouse,Accessories,3,740,2220,North,2023-07
O10763,C0369,11-10-2023,Monitor,Electronics,2,344,688,North,2023-10
O10764,C0568,06-07-2023,Keyboard,Accessories,1,698,698,North,2023-07
O10765,C0123,07-07-2023,Phone,Electronics,1,412,412,South,2023-07
O10766,C0530,20-12-2023,Phone,Electronics,2,141,282,East,2023-12
O10767,C0214,13-09-2023,Keyboard,Accessories,3,821,2463,East,2023-09
O10768,C0088,20-11-2023,Monitor,Electronics,3,871,2613,West,2023-11
O10769,C0003,30-08-2023,Mouse,Accessories,1,872,872,North,2023-08
O10770,C0341,13-05-2023,Laptop,Electronics,2,1111,2222,North,2023-05
O10771,C0455,19-04-2023,Phone,Electronics,1,291,291,East,2023-04
O10772,C0069,09-05-2023,Tablet,Electronics,3,852,2556,West,2023-05
O10773,C0535,02-06-2023,Tablet,Electronics,3,361,1083,North,2023-06
O10774,C0153,25-08-2023,Monitor,Electronics,3,101,303,East,2023-08
O10775,C0177,28-12-2023,Keyboard,Accessories,3,671,2013,South,2023-12
O10776,C0213,13-11-2023,Mouse,Accessories,1,930,930,North,2023-11
O10777,C0547,08-02-2023,Keyboard,Accessories,3,158,474,South,2023-02
O10778,C0426,28-03-2023,Laptop,Electronics,2,310,620,North,2023-03
O10779,C0457,12-10-2023,Tablet,Electronics,3,463,1389,East,2023-10
O10780,C0558,22-04-2023,Monitor,Electronics,3,702,2106,East,2023-04
O10781,C0450,14-05-2023,Monitor,Electronics,1,646,646,West,2023-05
O10782,C0289,28-07-2023,Phone,Electronics,2,711,1422,South,2023-07
O10783,C0115,11-06-2023,Headphones,Electronics,2,548,1096,North,2023-06
O10784,C0247,16-02-2023,Phone,Electronics,3,255,765,South,2023-02
O10785,C0382,01-06-2023,Mouse,Accessories,3,167,501,West,2023-06
O10786,C0175,16-10-2023,Headphones,Electronics,1,186,186,South,2023-10
O10787,C0330,24-06-2023,Laptop,Electronics,3,244,732,South,2023-06
O10788,C0354,21-05-2023,Laptop,Electronics,1,995,995,South,2023-05
O10789,C0239,24-07-2023,Laptop,Electronics,2,142,284,West,2023-07
O10790,C0317,22-10-2023,Laptop,Electronics,1,881,881,West,2023-10
O10791,C0071,26-09-2023,Printer,Office,2,66,132,North,2023-09
O10792,C0314,01-11-2023,Phone,Electronics,1,1080,1080,East,2023-11
O10793,C0171,25-01-2023,Monitor,Electronics,1,578,578,East,2023-01
O10794,C0416,09-10-2023,Monitor,Electronics,3,590,1770,West,2023-10
O10795,C0073,30-04-2023,Printer,Office,1,717,717,West,2023-04
O10796,C0598,02-12-2023,Laptop,Electronics,1,554,554,North,2023-12
O10797,C0199,25-07-2023,Headphones,Electronics,3,679,2037,North,2023-07
O10798,C0429,28-09-2023,Headphones,Electronics,3,1011,3033,East,2023-09
O10799,C0542,26-02-2023,Headphones,Electronics,1,991,991,West,2023-02
O10800,C0560,13-07-2023,Phone,Electronics,3,433,1299,West,2023-07
O10801,C0185,26-12-2023,Printer,Office,2,567,1134,West,2023-12
O10802,C0082,18-11-2023,Mouse,Accessories,1,1122,1122,North,2023-11
O10803,C0532,09-08-2023,Monitor,Electronics,2,384,768,East,2023-08
O10804,C0003,01-07-2023,Phone,Electronics,1,372,372,South,2023-07
O10805,C0574,12-05-2023,Printer,Office,3,1000,3000,East,2023-05
O10806,C0479,17-04-2023,Tablet,Electronics,3,1195,3585,West,2023-04
O10807,C0062,13-09-2023,Headphones,Electronics,2,947,1894,North,2023-09
O10808,C0482,13-11-2023,Laptop,Electronics,3,1197,3591,West,2023-11
O10809,C0314,23-12-2023,Mouse,Accessories,1,299,299,West,2023-12
O10810,C0480,10-11-2023,Monitor,Electronics,2,856,1712,West,2023-11
O10811,C0211,11-07-2023,Laptop,Electronics,3,534,1602,West,2023-07
O10812,C0092,22-09-2023,Monitor,Electronics,3,632,1896,East,2023-09
O10813,C0442,03-08-2023,Tablet,Electronics,2,974,1948,East,2023-08
O10814,C0490,02-09-2023,Headphones,Electronics,1,907,907,South,2023-09
O10815,C0445,26-09-2023,Keyboard,Accessories,2,893,1786,East,2023-09
O10816,C0237,04-04-2023,Keyboard,Accessories,3,1113,3339,South,2023-04
O10817,C0395,26-07-2023,Tablet,Electronics,2,349,698,West,2023-07
O10818,C0178,12-12-2023,Laptop,Electronics,2,563,1126,East,2023-12
O10819,C0369,03-03-2023,Phone,Electronics,2,785,1570,South,2023-03
O10820,C0222,02-03-2023,Laptop,Electronics,3,244,732,North,2023-03
O10821,C0378,20-04-2023,Keyboard,Accessories,1,205,205,North,2023-04
O10822,C0437,26-07-2023,Headphones,Electronics,3,1048,3144,West,2023-07
O10823,C0340,23-12-2023,Printer,Office,3,936,2808,West,2023-12
O10824,C0575,22-01-2023,Tablet,Electronics,1,441,441,South,2023-01
O10825,C0591,05-01-2023,Monitor,Electronics,1,657,657,West,2023-01
O10826,C0217,25-02-2023,Printer,Office,2,739,1478,South,2023-02
O10827,C0104,18-03-2023,Headphones,Electronics,3,504,1512,South,2023-03
O10828,C0182,13-09-2023,Phone,Electronics,2,380,760,South,2023-09
O10829,C0091,02-03-2023,Printer,Office,3,348,1044,South,2023-03
O10830,C0351,23-05-2023,Headphones,Electronics,1,908,908,West,2023-05
O10831,C0459,06-07-2023,Monitor,Electronics,1,852,852,North,2023-07
O10832,C0304,18-10-2023,Headphones,Electronics,2,557,1114,South,2023-10
O10833,C0114,22-12-2023,Keyboard,Accessories,3,511,1533,West,2023-12
O10834,C0208,16-07-2023,Mouse,Accessories,3,564,1692,North,2023-07
O10835,C0537,09-03-2023,Monitor,Electronics,2,388,776,North,2023-03
O10836,C0450,15-03-2023,Monitor,Electronics,3,68,204,North,2023-03
O10837,C0211,09-12-2023,Headphones,Electronics,1,1121,1121,West,2023-12
O10838,C0540,16-07-2023,Headphones,Electronics,2,1043,2086,East,2023-07
O10839,C0562,03-09-2023,Headphones,Electronics,1,829,829,North,2023-09
O10840,C0288,08-07-2023,Phone,Electronics,2,1087,2174,South,2023-07
O10841,C0471,16-03-2023,Headphones,Electronics,3,743,2229,North,2023-03
O10842,C0511,11-12-2023,Tablet,Electronics,1,620,620,North,2023-12
O10843,C0064,23-11-2023,Keyboard,Accessories,2,967,1934,West,2023-11
O10844,C0406,02-08-2023,Laptop,Electronics,3,665,1995,South,2023-08
O10845,C0430,22-05-2023,Mouse,Accessories,1,142,142,South,2023-05
O10846,C0375,28-02-2023,Tablet,Electronics,2,1185,2370,East,2023-02
O10847,C0222,15-06-2023,Mouse,Accessories,2,581,1162,East,2023-06
O10848,C0013,18-11-2023,Tablet,Electronics,2,1167,2334,North,2023-11
O10849,C0150,28-05-2023,Laptop,Electronics,2,925,1850,West,2023-05
O10850,C0340,26-04-2023,Monitor,Electronics,2,975,1950,East,2023-04
O10851,C0519,14-02-2023,Printer,Office,2,879,1758,East,2023-02
O10852,C0256,14-03-2023,Mouse,Accessories,3,137,411,East,2023-03
O10853,C0223,29-04-2023,Headphones,Electronics,1,514,514,North,2023-04
O10854,C0366,03-10-2023,Printer,Office,3,656,1968,West,2023-10
O10855,C0064,25-10-2023,Mouse,Accessories,1,994,994,South,2023-10
O10856,C0523,08-04-2023,Monitor,Electronics,3,543,1629,South,2023-04
O10857,C0276,19-02-2023,Mouse,Accessories,2,812,1624,South,2023-02
O10858,C0564,28-09-2023,Printer,Office,2,977,1954,North,2023-09
O10859,C0296,24-08-2023,Tablet,Electronics,3,633,1899,West,2023-08
O10860,C0192,03-04-2023,Mouse,Accessories,3,159,477,South,2023-04
O10861,C0540,18-02-2023,Printer,Office,2,88,176,West,2023-02
O10862,C0101,09-10-2023,Monitor,Electronics,1,85,85,South,2023-10
O10863,C0383,10-12-2023,Tablet,Electronics,3,215,645,East,2023-12
O10864,C0031,11-01-2023,Printer,Office,3,839,2517,West,2023-01
O10865,C0192,23-09-2023,Keyboard,Accessories,2,502,1004,West,2023-09
O10866,C0446,09-12-2023,Printer,Office,2,1185,2370,North,2023-12
O10867,C0490,09-11-2023,Laptop,Electronics,3,784,2352,East,2023-11
O10868,C0226,22-09-2023,Phone,Electronics,1,233,233,South,2023-09
O10869,C0530,16-04-2023,Monitor,Electronics,1,737,737,East,2023-04
O10870,C0525,03-12-2023,Mouse,Accessories,3,728,2184,West,2023-12
O10871,C0082,29-11-2023,Laptop,Electronics,2,1030,2060,West,2023-11
O10872,C0211,23-11-2023,Laptop,Electronics,3,1111,3333,North,2023-11
O10873,C0439,22-10-2023,Headphones,Electronics,2,961,1922,West,2023-10
O10874,C0488,31-12-2023,Headphones,Electronics,1,273,273,North,2023-12
O10875,C0589,07-07-2023,Laptop,Electronics,1,1028,1028,South,2023-07
O10876,C0132,08-02-2023,Keyboard,Accessories,3,359,1077,West,2023-02
O10877,C0191,30-04-2023,Laptop,Electronics,1,535,535,West,2023-04
O10878,C0406,06-04-2023,Monitor,Electronics,2,807,1614,North,2023-04
O10879,C0185,06-01-2023,Keyboard,Accessories,3,121,363,South,2023-01
O10880,C0387,13-09-2023,Printer,Office,3,955,2865,East,2023-09
O10881,C0349,12-09-2023,Tablet,Electronics,1,876,876,North,2023-09
O10882,C0596,13-01-2023,Keyboard,Accessories,1,336,336,North,2023-01
O10883,C0500,24-07-2023,Mouse,Accessories,2,325,650,North,2023-07
O10884,C0273,27-02-2023,Keyboard,Accessories,1,960,960,West,2023-02
O10885,C0279,23-06-2023,Phone,Electronics,3,158,474,West,2023-06
O10886,C0229,05-06-2023,Printer,Office,3,1184,3552,North,2023-06
O10887,C0511,13-10-2023,Monitor,Electronics,3,1075,3225,East,2023-10
O10888,C0094,04-12-2023,Monitor,Electronics,2,287,574,North,2023-12
O10889,C0567,03-12-2023,Headphones,Electronics,1,655,655,West,2023-12
O10890,C0364,22-02-2023,Headphones,Electronics,3,763,2289,East,2023-02
O10891,C0308,17-05-2023,Printer,Office,2,466,932,South,2023-05
O10892,C0098,27-07-2023,Mouse,Accessories,1,1117,1117,North,2023-07
O10893,C0481,25-08-2023,Printer,Office,3,189,567,South,2023-08
O10894,C0072,04-06-2023,Laptop,Electronics,1,953,953,South,2023-06
O10895,C0232,11-02-2023,Tablet,Electronics,1,156,156,South,2023-02
O10896,C0273,09-08-2023,Headphones,Electronics,3,664,1992,North,2023-08
O10897,C0342,12-04-2023,Monitor,Electronics,3,439,1317,North,2023-04
O10898,C0233,15-08-2023,Monitor,Electronics,3,871,2613,East,2023-08
O10899,C0450,04-03-2023,Headphones,Electronics,1,1188,1188,West,2023-03
O10900,C0273,06-01-2023,Headphones,Electronics,3,717,2151,East,2023-01
O10901,C0550,29-04-2023,Printer,Office,2,1101,2202,North,2023-04
O10902,C0299,13-06-2023,Headphones,Electronics,2,226,452,South,2023-06
O10903,C0105,16-08-2023,Monitor,Electronics,2,1026,2052,East,2023-08
O10904,C0186,09-09-2023,Tablet,Electronics,2,132,264,East,2023-09
O10905,C0210,31-10-2023,Keyboard,Accessories,3,845,2535,West,2023-10
O10906,C0472,27-07-2023,Laptop,Electronics,3,509,1527,South,2023-07
O10907,C0137,03-07-2023,Tablet,Electronics,2,972,1944,West,2023-07
O10908,C0537,17-10-2023,Mouse,Accessories,3,703,2109,East,2023-10
O10909,C0073,09-10-2023,Phone,Electronics,2,679,1358,West,2023-10
O10910,C0005,14-07-2023,Printer,Office,2,201,402,South,2023-07
O10911,C0163,15-04-2023,Headphones,Electronics,1,320,320,North,2023-04
O10912,C0351,06-12-2023,Tablet,Electronics,2,211,422,West,2023-12
O10913,C0368,09-05-2023,Mouse,Accessories,3,232,696,South,2023-05
O10914,C0378,29-05-2023,Laptop,Electronics,2,719,1438,North,2023-05
O10915,C0469,21-10-2023,Tablet,Electronics,1,677,677,North,2023-10
O10916,C0302,25-01-2023,Mouse,Accessories,2,299,598,North,2023-01
O10917,C0070,23-04-2023,Printer,Office,1,939,939,East,2023-04
O10918,C0091,18-01-2023,Printer,Office,3,520,1560,North,2023-01
O10919,C0192,09-02-2023,Tablet,Electronics,3,775,2325,South,2023-02
O10920,C0503,22-07-2023,Phone,Electronics,1,1058,1058,North,2023-07
O10921,C0549,25-02-2023,Printer,Office,1,360,360,East,2023-02
O10922,C0571,28-08-2023,Monitor,Electronics,2,634,1268,South,2023-08
O10923,C0108,28-11-2023,Laptop,Electronics,3,79,237,East,2023-11
O10924,C0445,08-08-2023,Phone,Electronics,1,940,940,South,2023-08
O10925,C0495,11-06-2023,Keyboard,Accessories,1,664,664,East,2023-06
O10926,C0439,05-10-2023,Mouse,Accessories,1,946,946,West,2023-10
O10927,C0191,01-07-2023,Monitor,Electronics,3,434,1302,South,2023-07
O10928,C0208,08-01-2023,Monitor,Electronics,3,71,213,South,2023-01
O10929,C0166,03-12-2023,Mouse,Accessories,1,578,578,West,2023-12
O10930,C0163,14-01-2023,Keyboard,Accessories,1,823,823,East,2023-01
O10931,C0509,10-10-2023,Printer,Office,1,704,704,North,2023-10
O10932,C0060,06-01-2023,Laptop,Electronics,3,1065,3195,North,2023-01
O10933,C0217,26-01-2023,Keyboard,Accessories,2,456,912,East,2023-01
O10934,C0571,30-08-2023,Monitor,Electronics,2,439,878,South,2023-08
O10935,C0462,13-01-2023,Tablet,Electronics,1,575,575,East,2023-01
O10936,C0575,27-08-2023,Printer,Office,3,68,204,West,2023-08
O10937,C0122,13-02-2023,Headphones,Electronics,1,468,468,West,2023-02
O10938,C0145,23-11-2023,Printer,Office,1,430,430,East,2023-11
O10939,C0164,21-05-2023,Phone,Electronics,1,404,404,South,2023-05
O10940,C0463,27-08-2023,Phone,Electronics,2,929,1858,South,2023-08
O10941,C0190,12-12-2023,Tablet,Electronics,3,781,2343,West,2023-12
O10942,C0136,07-10-2023,Printer,Office,1,820,820,East,2023-10
O10943,C0487,14-02-2023,Headphones,Electronics,3,250,750,South,2023-02
O10944,C0371,13-04-2023,Printer,Office,3,925,2775,South,2023-04
O10945,C0458,18-08-2023,Monitor,Electronics,1,1025,1025,South,2023-08
O10946,C0423,01-03-2023,Phone,Electronics,1,782,782,South,2023-03
O10947,C0453,16-12-2023,Headphones,Electronics,2,222,444,South,2023-12
O10948,C0004,03-04-2023,Printer,Office,2,543,1086,East,2023-04
O10949,C0457,17-08-2023,Keyboard,Accessories,2,657,1314,South,2023-08
O10950,C0376,19-11-2023,Tablet,Electronics,2,673,1346,South,2023-11
O10951,C0388,03-12-2023,Headphones,Electronics,3,1169,3507,North,2023-12
O10952,C0504,18-10-2023,Headphones,Electronics,1,465,465,South,2023-10
O10953,C0515,12-11-2023,Laptop,Electronics,2,808,1616,West,2023-11
O10954,C0530,23-04-2023,Mouse,Accessories,2,274,548,East,2023-04
O10955,C0083,05-05-2023,Laptop,Electronics,1,763,763,East,2023-05
O10956,C0256,03-08-2023,Monitor,Electronics,3,933,2799,South,2023-08
O10957,C0495,25-01-2023,Laptop,Electronics,2,417,834,South,2023-01
O10958,C0494,10-11-2023,Keyboard,Accessories,2,1066,2132,South,2023-11
O10959,C0334,21-12-2023,Mouse,Accessories,3,1098,3294,West,2023-12
O10960,C0459,11-01-2023,Printer,Office,2,148,296,North,2023-01
O10961,C0503,28-07-2023,Monitor,Electronics,2,734,1468,West,2023-07
O10962,C0121,25-10-2023,Keyboard,Accessories,2,893,1786,South,2023-10
O10963,C0241,31-08-2023,Keyboard,Accessories,3,833,2499,South,2023-08
O10964,C0262,30-12-2023,Headphones,Electronics,1,236,236,East,2023-12
O10965,C0298,17-03-2023,Mouse,Accessories,3,353,1059,West,2023-03
O10966,C0474,11-11-2023,Monitor,Electronics,3,691,2073,East,2023-11
O10967,C0263,10-07-2023,Headphones,Electronics,3,121,363,East,2023-07
O10968,C0012,21-05-2023,Mouse,Accessories,2,624,1248,South,2023-05
O10969,C0253,19-10-2023,Headphones,Electronics,1,1136,1136,North,2023-10
O10970,C0175,17-03-2023,Printer,Office,1,139,139,North,2023-03
O10971,C0071,29-06-2023,Keyboard,Accessories,3,449,1347,West,2023-06
O10972,C0195,16-08-2023,Monitor,Electronics,1,846,846,East,2023-08
O10973,C0021,05-03-2023,Keyboard,Accessories,3,510,1530,North,2023-03
O10974,C0285,28-05-2023,Headphones,Electronics,3,1061,3183,North,2023-05
O10975,C0224,29-09-2023,Keyboard,Accessories,3,967,2901,South,2023-09
O10976,C0045,02-10-2023,Monitor,Electronics,2,1103,2206,East,2023-10
O10977,C0221,22-12-2023,Phone,Electronics,1,879,879,South,2023-12
O10978,C0550,11-03-2023,Tablet,Electronics,3,981,2943,West,2023-03
O10979,C0148,09-01-2023,Mouse,Accessories,3,490,1470,West,2023-01
O10980,C0587,14-06-2023,Tablet,Electronics,2,965,1930,South,2023-06
O10981,C0135,09-03-2023,Phone,Electronics,1,638,638,East,2023-03
O10982,C0163,07-12-2023,Phone,Electronics,2,433,866,North,2023-12
O10983,C0187,18-05-2023,Mouse,Accessories,3,337,1011,South,2023-05
O10984,C0016,29-10-2023,Phone,Electronics,1,193,193,East,2023-10
O10985,C0088,09-05-2023,Monitor,Electronics,3,1180,3540,East,2023-05
O10986,C0327,02-11-2023,Mouse,Accessories,1,53,53,West,2023-11
O10987,C0321,16-02-2023,Mouse,Accessories,1,1041,1041,West,2023-02
O10988,C0386,16-04-2023,Monitor,Electronics,2,760,1520,West,2023-04
O10989,C0296,02-11-2023,Tablet,Electronics,3,459,1377,East,2023-11
O10990,C0195,10-10-2023,Headphones,Electronics,1,61,61,North,2023-10
O10991,C0316,01-07-2023,Keyboard,Accessories,2,705,1410,South,2023-07
O10992,C0381,23-09-2023,Tablet,Electronics,2,1169,2338,West,2023-09
O10993,C0361,11-02-2023,Phone,Electronics,1,894,894,East,2023-02
O10994,C0468,30-08-2023,Monitor,Electronics,2,234,468,East,2023-08
O10995,C0162,09-06-2023,Headphones,Electronics,1,385,385,South,2023-06
O10996,C0424,14-03-2023,Laptop,Electronics,2,61,122,West,2023-03
O10997,C0505,14-08-2023,Phone,Electronics,1,571,571,West,2023-08
O10998,C0578,17-11-2023,Tablet,Electronics,3,109,327,East,2023-11
O10999,C0386,08-06-2023,Tablet,Electronics,2,972,1944,North,2023-06
O11000,C0524,11-04-2023,Keyboard,Accessories,2,576,1152,West,2023-04
O11001,C0280,20-04-2023,Tablet,Electronics,1,920,920,South,2023-04
O11002,C0128,10-11-2023,Monitor,Electronics,2,723,1446,West,2023-11
O11003,C0420,22-01-2023,Keyboard,Accessories,2,85,170,South,2023-01
O11004,C0096,13-06-2023,Mouse,Accessories,1,489,489,West,2023-06
O11005,C0480,31-12-2023,Phone,Electronics,2,244,488,East,2023-12
O11006,C0452,29-05-2023,Printer,Office,3,1014,3042,West,2023-05
O11007,C0396,03-12-2023,Headphones,Electronics,2,759,1518,North,2023-12
O11008,C0558,15-10-2023,Mouse,Accessories,2,366,732,East,2023-10
O11009,C0310,13-02-2023,Tablet,Electronics,1,730,730,South,2023-02
O11010,C0206,01-12-2023,Monitor,Electronics,1,421,421,East,2023-12
O11011,C0476,24-03-2023,Laptop,Electronics,1,834,834,South,2023-03
O11012,C0251,31-07-2023,Keyboard,Accessories,2,849,1698,East,2023-07
O11013,C0511,05-04-2023,Monitor,Electronics,1,375,375,South,2023-04
O11014,C0508,07-08-2023,Phone,Electronics,1,886,886,North,2023-08
O11015,C0587,23-02-2023,Printer,Office,3,690,2070,West,2023-02
O11016,C0528,09-04-2023,Headphones,Electronics,1,103,103,West,2023-04
O11017,C0058,21-04-2023,Keyboard,Accessories,3,242,726,North,2023-04
O11018,C0326,08-01-2023,Laptop,Electronics,2,901,1802,North,2023-01
O11019,C0188,12-06-2023,Printer,Office,3,180,540,North,2023-06
O11020,C0073,16-06-2023,Headphones,Electronics,1,325,325,West,2023-06
O11021,C0171,21-05-2023,Headphones,Electronics,2,1175,2350,North,2023-05
O11022,C0476,21-02-2023,Tablet,Electronics,1,1159,1159,East,2023-02
O11023,C0211,19-07-2023,Monitor,Electronics,1,1116,1116,South,2023-07
O11024,C0299,18-03-2023,Phone,Electronics,3,1099,3297,West,2023-03
O11025,C0551,25-09-2023,Laptop,Electronics,3,801,2403,East,2023-09
O11026,C0042,11-01-2023,Mouse,Accessories,3,715,2145,South,2023-01
O11027,C0369,08-08-2023,Phone,Electronics,3,951,2853,North,2023-08
O11028,C0376,20-09-2023,Headphones,Electronics,3,101,303,East,2023-09
O11029,C0563,27-04-2023,Mouse,Accessories,1,701,701,North,2023-04
O11030,C0269,30-03-2023,Keyboard,Accessories,1,649,649,North,2023-03
O11031,C0260,16-03-2023,Keyboard,Accessories,2,165,330,West,2023-03
O11032,C0523,14-12-2023,Laptop,Electronics,3,415,1245,South,2023-12
O11033,C0498,28-01-2023,Laptop,Electronics,3,478,1434,East,2023-01
O11034,C0054,29-01-2023,Mouse,Accessories,1,587,587,East,2023-01
O11035,C0547,13-10-2023,Laptop,Electronics,2,383,766,West,2023-10
O11036,C0414,03-04-2023,Laptop,Electronics,3,769,2307,North,2023-04
O11037,C0358,16-04-2023,Mouse,Accessories,2,996,1992,East,2023-04
O11038,C0246,01-09-2023,Mouse,Accessories,1,625,625,South,2023-09
